(
	SELECT
		title,
		category.name AS category_name,
		SUM(payment.amount) AS total_earnings,
		SUM(payment.amount) / COUNT(DISTINCT rental.rental_id) AS avg_payment
	FROM
		film
		JOIN film_category ON film.film_id = film_category.film_id
		JOIN category ON film_category.category_id = category.category_id
		JOIN inventory ON film.film_id = inventory.film_id
		JOIN rental ON inventory.inventory_id = rental.inventory_id
		JOIN payment ON rental.rental_id = payment.rental_id
	GROUP BY
		film.film_id,
		category.category_id
)
UNION ALL 
(
	SELECT
		'Category Pricings' AS title,
		category.name AS category_name,
		SUM(payment.amount) AS total_earnings,
		SUM(payment.amount) / COUNT(DISTINCT rental.rental_id) AS avg_payment
	FROM
		category
		JOIN film_category ON category.category_id = film_category.category_id
		JOIN film ON film_category.film_id = film.film_id
		JOIN inventory ON film.film_id = inventory.film_id
		JOIN rental ON inventory.inventory_id = rental.inventory_id
		JOIN payment ON rental.rental_id = payment.rental_id
	GROUP BY
		category.category_id
)
ORDER BY
	total_earnings DESC,
	category_name ASC,
	title ASC
            title            | category_name | total_earnings |      avg_payment       
 MAGNOLIA FORRESTER          | Action        |          34.89 |     3.1718181818181818
 SONG HEDWIG                 | Music         |          34.89 |     3.1718181818181818
 MOB DUFFEL                  | Drama         |          34.88 |     2.9066666666666667
 RINGS HEARTBREAKERS         | Action        |          34.85 |     2.3233333333333333
 WATCH TRACY                 | Animation     |          34.84 |     2.1775000000000000
 SUMMER SCARFACE             | Classics      |          34.84 |     2.1775000000000000
 TAXI KICK                   | Music         |          34.83 |     2.0488235294117647
 LION UNCUT                  | Comedy        |          34.82 |     1.9344444444444444
 BLADE POLISH                | Drama         |          34.79 |     1.5813636363636364
 CARRIE BUNCH                | Horror        |          34.77 |     1.5117391304347826
 EARTH VISION                | New           |          34.77 |     1.5117391304347826
 FEVER EMPIRE                | Games         |          33.95 |     6.7900000000000000
 DIVORCE SHINING             | Sports        |          33.93 |     4.8471428571428571
 MAGUIRE APACHE              | Family        |          33.91 |     3.7677777777777778
 SANTA PARIS                 | Children      |          33.89 |     3.0809090909090909
 SPLASH GUMP                 | Family        |          33.86 |     2.4185714285714286
 TRANSLATION SUMMER          | Drama         |          33.85 |     2.2566666666666667
 ROXANNE REBEL               | Games         |          33.81 |     1.7794736842105263
 VOICE PEACH                 | New           |          33.81 |     1.7794736842105263
 AMADEUS HOLY                | Action        |          33.79 |     1.6090476190476190
 CHAINSAW UPTOWN             | Sci-Fi        |          33.79 |     1.6090476190476190
 TEQUILA PAST                | Children      |          32.94 |     5.4900000000000000
 BULWORTH COMMANDMENTS       | Games         |          32.93 |     4.7042857142857143
 MAKER GABLES                | Children      |          32.90 |     3.2900000000000000
 NATURAL STOCK               | Family        |          32.87 |     2.5284615384615385
 STAMPEDE DISTURBING         | Games         |          32.86 |     2.3471428571428571
 MOTIONS DETAILS             | Horror        |          32.85 |     2.0531250000000000
 BONNIE HOLOCAUST            | Documentary   |          32.84 |     2.0525000000000000
 REAR TRADING                | Action        |          32.83 |     1.9311764705882353
 FACTORY DRAGON              | Travel        |          32.83 |     1.9311764705882353
 MARS ROMAN                  | Games         |          32.81 |     1.7268421052631579
 HIGHBALL POTTER             | Foreign       |          32.79 |     1.5614285714285714
 ALTER VICTORY               | Animation     |          32.78 |     1.4900000000000000
 CHILL LUCK                  | Drama         |          32.78 |     1.4900000000000000
 CELEBRITY HORN              | Action        |          32.76 |     1.3650000000000000
 SHEPHERD MIDSUMMER          | Children      |          32.75 |     1.3100000000000000
 DESPERATE TRAINSPOTTING     | Travel        |          31.94 |     5.3233333333333333
 HAUNTED ANTITRUST           | Travel        |          31.94 |     5.3233333333333333
 DESTINATION JERK            | Drama         |          31.92 |     3.9900000000000000
 SAINTS BRIDE                | Drama         |          31.92 |     3.9900000000000000
 DWARFS ALTER                | Games         |          31.91 |     3.5455555555555556
 RANDOM GO                   | Sci-Fi        |          31.91 |     3.5455555555555556
 DANCES NONE                 | Action        |          31.86 |     2.2757142857142857
 SEVEN SWARM                 | Games         |          30.95 |     6.1900000000000000
 APOCALYPSE FLAMINGOS        | New           |          30.94 |     5.1566666666666667
 JUMANJI BLADE               | New           |          30.92 |     3.8650000000000000
 DOLLS RAGE                  | Sci-Fi        |          30.91 |     3.4344444444444444
 LUCK OPUS                   | Drama         |          30.90 |     3.0900000000000000
 THEORY MERMAID              | Animation     |          30.88 |     2.8072727272727273
 SLIPPER FIDELITY            | Sports        |          30.84 |     1.9275000000000000
 EMPIRE MALKOVICH            | Children      |          30.79 |     1.4661904761904762
 DARES PLUTO                 | Animation     |          29.91 |     3.3233333333333333
 WISDOM WORKER               | Comedy        |          29.91 |     3.3233333333333333
 OLEANDER CLUE               | Music         |          29.90 |     2.9900000000000000
 SIDE ARK                    | Action        |          29.88 |     2.4900000000000000
 LOUISIANA HARRY             | Family        |          29.83 |     1.7547058823529412
 CLEOPATRA DEVIL             | New           |          29.83 |     1.6572222222222222
 ROOM ROMAN                  | Animation     |          29.80 |     1.4900000000000000
 ROMAN PUNK                  | Music         |          29.76 |     1.2400000000000000
 LUKE MUMMY                  | Animation     |          28.93 |     4.1328571428571429
 COWBOY DOOM                 | Foreign       |          28.93 |     4.1328571428571429
 PIZZA JUMANJI               | Games         |          28.93 |     4.1328571428571429
 CHITTY LOCK                 | Drama         |          28.92 |     3.6150000000000000
 PAPI NECKLACE               | Travel        |          28.92 |     3.6150000000000000
 WON DARES                   | Music         |          28.91 |     3.2122222222222222
 JEOPARDY ENCINO             | Classics      |          28.90 |     2.8900000000000000
 SAVANNAH TOWN               | Drama         |          28.88 |     2.4066666666666667
 FINDING ANACONDA            | Family        |          28.88 |     2.4066666666666667
 CHRISTMAS MOONSHINE         | Children      |          28.79 |     1.3709523809523810
 GREASE YOUTH                | Family        |          28.79 |     1.3709523809523810
 INFORMER DOUBLE             | Foreign       |          27.95 |     5.5900000000000000
 SQUAD FISH                  | Sports        |          27.93 |     3.9900000000000000
 LEATHERNECKS DWARFS         | Travel        |          27.93 |     3.9900000000000000
 DIARY PANIC                 | Drama         |          27.91 |     3.1011111111111111
 DRAGON SQUAD                | Action        |          27.89 |     2.5354545454545455
 MINORITY KISS               | Music         |          27.89 |     2.3241666666666667
 CANYON STOCK                | Animation     |          27.81 |     1.4636842105263158
 ENCINO ELF                  | Games         |          27.81 |     1.4636842105263158
 BORROWERS BEDAZZLED         | Animation     |          27.78 |     1.2627272727272727
 PRIVATE DROP                | Games         |          26.95 |     5.3900000000000000
 UNFAITHFUL KILL             | Drama         |          26.92 |     3.3650000000000000
 PET HAUNTING                | Foreign       |          26.92 |     3.3650000000000000
 CRAZY HOME                  | Comedy        |          26.91 |     2.9900000000000000
 EVOLUTION ALTER             | Sports        |          26.88 |     2.2400000000000000
 RESURRECTION SILVERADO      | Family        |          26.79 |     1.2757142857142857
 BUNCH MINDS                 | Drama         |          25.95 |     5.1900000000000000
 DESIRE ALIEN                | Animation     |          25.92 |     3.2400000000000000
 NOTORIOUS REUNION           | Documentary   |          25.86 |     1.8471428571428571
 JUNGLE CLOSER               | New           |          25.86 |     2.8733333333333333
 MOSQUITO ARMAGEDDON         | Sports        |          25.85 |     1.7233333333333333
 HOLOCAUST HIGHBALL          | Children      |          25.83 |     1.5194117647058824
 UNFORGIVEN ZOOLANDER        | Sci-Fi        |          25.82 |     1.4344444444444444
 MASKED BUBBLE               | Music         |          25.80 |     1.2900000000000000
 DECEIVER BETRAYED           | Drama         |          25.79 |     1.2280952380952381
 TRAIN BUNCH                 | Horror        |          24.96 |     6.2400000000000000
 HUNTER ALTER                | Documentary   |          24.95 |     4.9900000000000000
 TRAFFIC HOBBIT              | Travel        |          24.95 |     4.9900000000000000
 BED HIGHBALL                | Documentary   |          24.94 |     4.1566666666666667
 WORLD LEATHERNECKS          | Horror        |          24.92 |     3.1150000000000000
 GATHERING CALENDAR          | Games         |          24.89 |     2.2627272727272727
 EVERYONE CRAFT              | Foreign       |          24.87 |     1.9130769230769231
 DRUMS DYNAMITE              | Horror        |          24.87 |     1.9130769230769231
 STREAK RIDGEMONT            | Documentary   |          24.84 |     1.5525000000000000
 POLISH BROOKLYN             | Children      |          24.82 |     1.3788888888888889
 PATIENT SISTER              | Classics      |          24.81 |     1.3057894736842105
 DRACULA CRYSTAL             | Classics      |          24.79 |     1.1804761904761905
 WOLVES DESIRE               | Travel        |          24.79 |     1.1804761904761905
 MANNEQUIN WORST             | New           |          23.95 |     4.7900000000000000
 DUCK RACER                  | Animation     |          23.94 |     3.9900000000000000
 CASSIDY WYOMING             | Travel        |          23.94 |     3.9900000000000000
 LESSON CLEOPATRA            | Sports        |          23.93 |     3.4185714285714286
 CHAPLIN LICENSE             | New           |          23.92 |     2.9900000000000000
 CLYDE THEORY                | New           |          23.92 |     2.9900000000000000
 BIRDCAGE CASPER             | Music         |          23.91 |     2.6566666666666667
 REEF SALUTE                 | Horror        |          23.89 |     2.1718181818181818
 WRATH MILE                  | Documentary   |          23.86 |     1.7042857142857143
 ODDS BOOGIE                 | Family        |          23.85 |     1.5900000000000000
 HOMEWARD CIDER              | Documentary   |          23.84 |     1.4900000000000000
 EXTRAORDINARY CONQUERER     | Classics      |          22.94 |     3.8233333333333333
 HAPPINESS UNITED            | Foreign       |          22.94 |     3.8233333333333333
 NEWSIES STORY               | Documentary   |          22.93 |     3.2757142857142857
 BANG KWAI                   | Family        |          22.93 |     3.2757142857142857
 LICENSE WEEKEND             | Sci-Fi        |          22.93 |     3.2757142857142857
 SHINING ROSES               | Travel        |          22.92 |     2.8650000000000000
 HUNGER ROOF                 | Foreign       |          22.87 |     1.7592307692307692
 ARABIA DOGMA                | Horror        |          22.87 |     1.7592307692307692
 VIETNAM SMOOCHY             | Drama         |          22.85 |     1.5233333333333333
 GANDHI KWAI                 | Family        |          22.83 |     1.3429411764705882
 MUSIC BOONDOCK              | Family        |          22.81 |     1.2005263157894737
 WARLOCK WEREWOLF            | Children      |          21.94 |     3.6566666666666667
 KILLER INNOCENT             | Family        |          21.94 |     3.6566666666666667
 PHANTOM GLORY               | New           |          21.94 |     3.6566666666666667
 MENAGERIE RUSHMORE          | Animation     |          21.93 |     3.1328571428571429
 MULHOLLAND BEAST            | Foreign       |          21.93 |     3.1328571428571429
 MONTEREY LABYRINTH          | Horror        |          21.87 |     1.6823076923076923
 CITIZEN SHREK               | Sci-Fi        |          21.87 |     1.6823076923076923
 BULL SHAWSHANK              | Action        |          21.84 |     1.3650000000000000
 BRIDE INTRIGUE              | Action        |          21.81 |     1.1478947368421053
 JEDI BENEATH                | Family        |          21.81 |     1.1478947368421053
 IMPACT ALADDIN              | Music         |          20.91 |     2.3233333333333333
 SPOILERS HELLFIGHTERS       | Documentary   |          20.90 |     2.0900000000000000
 TENENBAUMS COMMAND          | Drama         |          20.87 |     1.6053846153846154
 KANE EXORCIST               | Foreign       |          20.86 |     1.4900000000000000
 CRAFT OUTFIELD              | Drama         |          20.84 |     1.3025000000000000
 MYSTIC TRUMAN               | Comedy        |          19.90 |     1.9900000000000000
 LANGUAGE COWBOY             | Children      |          19.89 |     1.8081818181818182
 SPIRITED CASUALTIES         | Sci-Fi        |          19.89 |     1.8081818181818182
 SORORITY QUEEN              | Foreign       |          19.88 |     1.6566666666666667
 LOVERBOY ATTACKS            | New           |          19.88 |     1.6566666666666667
 TOMATOES HELLFIGHTERS       | Travel        |          19.86 |     1.4185714285714286
 RUSHMORE MERMAID            | Comedy        |          18.94 |     3.1566666666666667
 SIMON NORTH                 | Horror        |          18.94 |     3.1566666666666667
 HOLY TADPOLE                | Classics      |          18.91 |     2.1011111111111111
 ENDING CROWDS               | New           |          18.89 |     1.7172727272727273
 CROW GREASE                 | Action        |          18.88 |     1.5733333333333333
 PRIDE ALAMO                 | Animation     |          18.84 |     1.1775000000000000
 SMOKING BARBARELLA          | Documentary   |          18.83 | 1.04611111111111111111
 LADYBUGS ARMAGEDDON         | Games         |          17.94 |     2.9900000000000000
 MAGIC MALLRATS              | Children      |          17.93 |     2.5614285714285714
 GILBERT PELICAN             | Classics      |          17.91 |     1.9900000000000000
 SUPERFLY TRIP               | Travel        |          17.90 |     1.7900000000000000
 HOOK CHARIOTS               | Animation     |          17.87 |     1.3746153846153846
 ANONYMOUS HUMAN             | Sports        |          17.87 |     1.3746153846153846
 SIEGE MADRE                 | Family        |          17.85 |     1.1900000000000000
 FULL FLATLINERS             | Children      |          16.95 |     3.3900000000000000
 CONSPIRACY SPIRIT           | Classics      |          16.95 |     3.3900000000000000
 BRAVEHEART HUMAN            | Family        |          16.95 |     3.3900000000000000
 YOUTH KICK                  | Music         |          16.94 |     2.8233333333333333
 BENEATH RUSH                | Children      |          16.90 |     1.6900000000000000
 FROGMEN BREAKING            | Travel        |          16.90 |     1.6900000000000000
 BEETHOVEN EXORCIST          | Drama         |          16.89 |     1.5354545454545455
 VALENTINE VANISHING         | Travel        |          16.88 |     1.4066666666666667
 BEDAZZLED MARRIED           | Family        |          16.87 |     1.2976923076923077
 SILENCE KANE                | Music         |          16.84 | 1.05250000000000000000
 HARDLY ROBBERS              | Documentary   |          15.96 |     3.9900000000000000
 MIXED DOORS                 | Foreign       |          15.96 |     3.9900000000000000
 MUSSOLINI SPOILERS          | Sports        |          15.95 |     3.1900000000000000
 WILD APOLLO                 | New           |          15.94 |     2.6566666666666667
 HAWK CHILL                  | Documentary   |          15.93 |     2.2757142857142857
 VISION TORQUE               | Foreign       |          15.93 |     2.2757142857142857
 LAWRENCE LOVE               | Action        |          15.87 |     1.2207692307692308
 SASSY PACKER                | Games         |          15.87 |     1.2207692307692308
 GREEDY ROOTS                | Drama         |          15.86 |     1.1328571428571429
 SPIRIT FLINTSTONES          | Horror        |          15.85 | 1.05666666666666666667
 GLORY TRACY                 | Games         |          14.95 |     2.9900000000000000
 SLING LUKE                  | Classics      |          14.94 |     2.4900000000000000
 VANISHED GARDEN             | New           |          14.94 |     2.1342857142857143
 RUNNER MADIGAN              | Music         |          14.92 |     1.8650000000000000
 ZHIVAGO CORE                | Horror        |          14.91 |     1.6566666666666667
 SMOOCHY CONTROL             | Sports        |          14.88 |     1.2400000000000000
 DUMBO LUST                  | Family        |          13.94 |     2.3233333333333333
 WATERSHIP FRONTIER          | Horror        |          13.94 |     2.3233333333333333
 LEGEND JEDI                 | Music         |          13.91 |     1.5455555555555556
 NOTTING SPEAKEASY           | Drama         |          13.90 |     1.3900000000000000
 HOLLYWOOD ANONYMOUS         | Children      |          13.87 | 1.06692307692307692308
 TREATMENT JEKYLL            | Drama         |          12.93 |     1.8471428571428571
 SOUP WISDOM                 | Family        |          12.92 |     1.6150000000000000
 SUNSET RACER                | Family        |          12.92 |     1.6150000000000000
 RUNAWAY TENENBAUMS          | New           |          12.92 |     1.6150000000000000
 VICTORY ACADEMY             | Sports        |          12.91 |     1.4344444444444444
 TOWERS HURRICANE            | Classics      |          12.89 |     1.1718181818181818
 MAUDE MOD                   | Foreign       |          11.92 |     1.4900000000000000
 MONTEZUMA COMMAND           | Action        |          11.91 |     1.3233333333333333
 GHOSTBUSTERS ELF            | Animation     |          11.91 |     1.3233333333333333
 CLOCKWORK PARADISE          | Children      |          11.90 |     1.1900000000000000
 JAWBREAKER BROOKLYN         | Music         |          11.90 |     1.1900000000000000
 CONNECTION MICROCOSMOS      | Comedy        |          10.93 |     1.5614285714285714
 BALLROOM MOCKINGBIRD        | Foreign       |          10.92 |     1.3650000000000000
 COMANCHEROS ENEMY           | Children      |           9.94 |     1.6566666666666667
 LIGHTS DEER                 | Classics      |           9.92 |     1.2400000000000000
 HAROLD FRENCH               | Drama         |           9.92 |     1.2400000000000000
 STALLION SUNDANCE           | Sci-Fi        |           8.93 |     1.2757142857142857
 JAPANESE RUN                | Horror        |           7.94 |     1.3233333333333333
 CRUELTY UNFORGIVEN          | Classics      |           7.93 | 1.13285714285714285714
 REBEL AIRPORT               | Music         |           7.92 | 0.99000000000000000000
 DUFFEL APOCALYPSE           | Documentary   |           6.93 | 0.99000000000000000000
 YOUNG LANGUAGE              | Documentary   |           6.93 | 0.99000000000000000000
 FREEDOM CLEOPATRA           | Comedy        |           5.95 | 1.19000000000000000000
 TEXAS WATCH                 | Horror        |           5.94 | 0.99000000000000000000
 OKLAHOMA JUMANJI            | New           |           5.94 | 0.99000000000000000000
(974 rows)

